30,10,1,2,0,1787,0,0,1,19,9,79,1,-1,0,1,1
33,7,1,1,0,4789,1,1,1,11,4,220,1,339,4,0,1
35,4,2,3,0,1350,1,0,1,16,3,185,1,330,1,0,1
30,4,1,3,0,1476,1,1,0,3,5,199,4,-1,0,1,1
59,1,1,1,0,0,1,0,0,5,4,226,1,-1,0,1,1
35,4,2,3,0,747,0,0,1,23,1,141,2,176,3,0,1
36,6,1,3,0,307,1,0,1,14,4,341,1,330,2,3,1
39,9,1,1,0,147,1,0,1,6,4,151,2,-1,0,1,1
41,2,1,3,0,221,1,0,0,14,4,57,2,-1,0,1,1
43,7,1,2,0,-88,1,1,1,17,3,313,1,147,2,0,1
39,7,1,1,0,9374,1,0,0,20,4,273,1,-1,0,1,1
43,0,1,1,0,264,1,0,1,17,3,113,2,-1,0,1,1
36,9,1,3,0,1109,0,0,1,13,7,328,2,-1,0,1,1
20,8,2,1,0,502,0,0,1,30,3,261,1,-1,0,1,0
31,1,1,1,0,360,1,1,1,29,0,89,1,241,1,0,1
40,4,1,3,0,194,0,1,1,29,7,189,2,-1,0,1,1
56,9,1,1,0,4073,0,0,1,27,7,239,5,-1,0,1,1
37,0,2,3,0,2317,1,0,1,20,3,114,1,152,2,0,1
25,1,2,2,0,-221,1,0,0,23,4,250,1,-1,0,1,1
31,7,1,1,0,132,0,0,1,7,6,148,1,152,1,3,1
38,4,0,0,0,0,1,0,1,18,10,96,2,-1,0,1,1
42,4,0,3,0,16,0,0,1,19,10,140,3,-1,0,1,1
44,7,2,1,0,106,0,0,0,12,5,109,2,-1,0,1,1
44,2,1,1,0,93,0,0,1,7,6,125,2,-1,0,1,1
26,3,1,3,0,543,0,0,1,30,0,169,3,-1,0,1,1
41,4,1,3,0,5883,0,0,1,20,10,182,2,-1,0,1,1
55,1,1,2,0,627,1,0,0,5,4,247,1,-1,0,1,1
67,5,1,0,0,696,0,0,2,17,7,119,1,105,2,0,1
56,6,1,1,0,784,0,1,1,30,6,149,2,-1,0,1,1
53,0,1,1,0,105,0,1,1,21,7,74,2,-1,0,1,1
68,5,0,1,0,4189,0,0,2,14,6,897,2,-1,0,1,0
31,9,1,1,0,171,0,0,1,27,7,81,3,-1,0,1,1
59,4,1,1,0,42,0,0,1,21,10,40,1,-1,0,1,1
32,4,2,3,0,2536,1,0,1,26,7,958,6,-1,0,1,0
49,9,1,3,0,1235,0,0,1,13,7,354,3,-1,0,1,0
42,0,0,1,0,1811,1,0,0,14,4,150,1,-1,0,1,1
78,5,0,2,0,229,0,0,2,22,9,97,1,-1,0,1,0
32,1,1,1,0,2089,1,0,1,14,10,132,1,-1,0,1,0
33,4,1,1,0,3935,1,0,1,6,4,765,1,342,2,0,0
23,7,2,3,0,363,1,0,0,30,4,16,18,-1,0,1,1
38,4,2,3,0,11971,1,0,0,17,10,609,2,101,3,0,1
36,4,2,3,0,553,0,0,1,11,7,106,2,-1,0,1,1
52,1,1,1,0,1117,1,0,1,13,4,365,1,-1,0,1,1
32,9,1,3,0,396,1,0,1,13,4,205,3,-1,0,1,1
32,9,2,3,0,2204,1,0,1,21,10,11,4,-1,0,1,1
34,4,2,3,0,872,1,0,0,7,4,105,2,-1,0,1,1
55,1,1,2,0,145,0,0,2,2,1,59,3,5,2,3,1
26,1,1,2,0,0,1,0,0,21,4,425,1,-1,0,1,1
32,2,2,2,1,-849,1,1,1,4,1,204,1,-1,0,1,1
61,0,1,0,0,4629,1,0,1,27,0,181,1,92,1,2,0
45,1,0,2,0,844,0,0,0,5,5,1018,3,-1,0,1,0
37,9,2,1,0,228,1,0,1,20,7,1740,2,-1,0,1,1
38,9,2,1,0,50,0,0,1,29,7,98,2,-1,0,1,1
34,9,1,3,0,1539,1,0,1,15,5,441,1,56,1,3,0
53,1,1,1,0,2231,1,0,1,14,6,272,3,-1,0,1,1
48,0,1,1,0,3064,1,0,2,15,6,159,2,-1,0,1,1
57,4,1,1,0,82,0,1,2,4,1,140,1,-1,0,1,1
33,6,2,3,0,2155,0,0,1,17,10,295,1,-1,0,1,1
36,5,2,1,0,101,1,1,0,26,4,314,1,-1,0,1,1
54,9,0,1,0,784,1,1,0,15,4,579,1,-1,0,1,1
41,1,1,2,0,-516,0,1,2,8,6,554,3,-1,0,1,1
63,5,1,1,0,415,1,0,1,7,9,323,1,-1,0,1,1
48,4,1,3,0,5887,0,0,1,13,7,227,2,-1,0,1,1
48,7,1,1,0,1355,0,0,1,4,6,134,2,-1,0,1,1
56,0,1,1,0,16873,0,0,1,7,9,223,1,-1,0,1,1
51,1,0,1,0,203,1,0,1,8,4,134,1,170,5,0,1
31,7,1,1,0,338,1,0,1,28,0,155,1,-1,0,1,1
29,9,1,1,0,444,1,0,1,21,6,130,4,-1,0,1,1
41,4,1,1,0,0,0,1,1,7,6,630,3,-1,0,1,1
32,9,2,3,0,360,0,0,1,19,10,164,2,-1,0,1,1
37,4,1,3,0,0,0,0,1,16,6,268,2,182,3,2,0
42,2,0,3,1,2,1,0,0,5,4,380,1,-1,0,1,1
31,4,2,3,0,6248,1,0,0,9,4,154,2,-1,0,1,1
41,7,1,3,0,412,1,0,0,3,5,154,5,-1,0,1,1
56,5,1,1,0,344,1,0,0,15,4,221,1,-1,0,1,1
54,4,0,3,0,3222,0,0,1,14,7,67,2,-1,0,1,1
41,1,0,1,0,174,1,0,1,14,4,367,2,297,1,3,1
40,9,2,1,0,591,0,1,1,14,7,87,6,-1,0,1,1
50,1,0,2,0,388,0,0,1,5,1,701,1,-1,0,1,1
40,10,1,1,0,219,1,0,1,17,10,204,2,196,1,0,1
27,0,0,1,0,451,1,0,1,16,6,652,1,-1,0,1,0
60,5,1,2,0,5,0,0,1,26,7,63,2,-1,0,1,1
28,0,2,1,0,177,1,1,1,6,4,150,1,-1,0,1,1
52,7,1,1,0,657,0,0,2,7,6,398,2,460,2,0,0
37,4,1,3,0,1315,0,0,1,30,5,224,1,-1,0,1,0
51,1,1,2,0,1466,1,0,0,7,4,406,2,-1,0,1,1
41,9,2,1,0,879,0,1,1,7,6,60,4,-1,0,1,1
35,1,2,2,0,293,1,0,0,30,4,521,2,-1,0,1,1
38,0,1,1,0,424,1,0,1,17,3,279,1,-1,0,1,1
34,1,1,1,0,1831,1,0,0,20,4,203,2,-1,0,1,1
39,1,1,2,0,111,0,0,1,18,10,201,2,-1,0,1,1
34,1,1,2,0,455,1,0,0,20,5,372,3,-1,0,1,1
27,7,2,1,0,-195,1,0,1,18,4,391,1,-1,0,1,0
32,4,2,3,0,3616,0,0,1,14,7,165,2,-1,0,1,1
57,1,1,1,0,14093,0,0,1,11,7,231,5,-1,0,1,1
41,11,2,3,0,1567,0,0,1,1,6,291,2,-1,0,1,1
41,0,1,3,0,5426,1,0,0,14,4,149,2,-1,0,1,1
30,0,2,3,0,261,0,0,1,19,9,233,1,137,20,0,1
36,1,0,1,0,2843,0,0,1,12,1,473,1,182,1,2,1
31,10,2,2,0,406,0,0,1,4,1,736,1,-1,0,1,0
36,1,1,1,0,0,1,0,0,6,4,337,1,-1,0,1,1
38,4,2,3,0,493,1,0,1,11,4,553,1,367,7,0,1
49,9,1,1,0,5996,0,0,2,21,10,345,2,-1,0,1,1
57,7,2,2,0,3777,1,0,2,13,4,65,2,-1,0,1,1
34,4,2,1,0,524,0,0,0,13,7,9,1,-1,0,1,1
32,4,2,3,0,574,1,0,1,14,3,259,2,145,3,0,1
37,1,1,1,0,427,1,1,0,9,5,371,3,-1,0,1,1
33,6,1,3,0,483,1,0,1,3,1,280,2,-1,0,1,1
56,10,1,2,0,3391,0,0,1,21,3,243,1,-1,0,1,0
27,3,1,2,0,0,1,0,1,23,6,435,3,-1,0,1,1
21,8,2,1,0,2488,0,0,1,30,5,258,6,169,3,2,0
58,4,1,3,0,1517,1,0,2,29,6,7,5,-1,0,1,1
32,6,1,1,0,217,1,1,1,15,6,317,5,-1,0,1,1
33,1,2,1,0,22,0,0,1,30,0,76,2,207,1,0,1
25,8,2,1,0,331,0,0,2,26,7,170,4,-1,0,1,0
25,9,2,1,0,505,0,1,1,17,10,386,2,-1,0,1,0
30,7,1,1,0,1808,1,0,1,18,4,83,2,-1,0,1,1
22,0,2,1,0,4111,0,1,1,19,7,65,1,-1,0,1,1
39,1,1,2,0,52,0,0,1,13,7,69,1,-1,0,1,1
46,4,0,3,0,25,0,0,0,17,5,564,2,-1,0,1,1
31,0,0,1,0,1890,1,0,1,21,6,588,1,-1,0,1,1
45,1,1,2,0,419,0,0,1,18,7,113,4,-1,0,1,1
32,9,1,1,0,2693,1,0,0,21,4,16,1,-1,0,1,1
36,1,1,1,0,-231,0,1,1,15,6,779,2,-1,0,1,1
51,4,2,3,1,-55,1,0,1,11,4,281,2,266,6,0,1
34,6,2,3,0,462,0,0,1,21,7,1877,3,-1,0,1,0
24,10,2,1,0,119,0,0,0,15,8,51,1,-1,0,1,1
45,9,2,1,0,586,0,1,1,28,6,32,3,-1,0,1,1
32,1,2,1,0,228,0,0,2,5,1,176,1,288,3,0,1
77,5,0,3,0,4659,0,0,1,14,3,161,1,-1,0,1,0
41,1,1,2,0,168,1,0,1,18,10,187,3,-1,0,1,1
37,1,1,2,0,0,1,0,0,26,4,24,1,-1,0,1,1
43,1,1,0,1,-715,1,0,0,30,4,67,3,-1,0,1,1
48,0,1,0,0,0,1,0,1,8,4,85,1,168,2,0,1
27,9,2,1,0,769,1,0,0,9,4,317,2,-1,0,1,1
33,4,2,3,0,0,0,0,1,28,7,236,10,-1,0,1,1
29,0,2,1,0,428,1,1,1,7,4,54,1,345,2,0,1
34,4,2,3,0,0,0,0,1,5,1,71,1,-1,0,1,1
52,4,1,3,0,-970,1,0,1,4,1,489,1,-1,0,1,0
60,4,1,0,0,6313,0,0,0,19,5,39,2,-1,0,1,1
32,4,0,3,0,948,0,0,1,12,7,204,2,-1,0,1,1
32,4,2,3,0,0,1,0,1,22,6,455,2,-1,0,1,1
56,7,0,0,0,1877,1,0,0,30,4,86,1,-1,0,1,1
31,4,2,3,0,874,1,0,1,18,10,190,2,-1,0,1,1
42,0,1,1,0,323,1,1,0,8,4,280,2,-1,0,1,1
35,4,1,3,0,106,0,1,1,11,7,588,2,-1,0,1,1
56,5,1,2,0,1906,0,1,0,19,5,45,9,-1,0,1,1
48,9,1,1,0,1152,1,0,1,21,6,168,5,-1,0,1,1
46,0,1,1,0,179,1,0,1,29,0,194,4,436,1,3,1
37,9,2,0,0,391,1,0,0,8,4,103,3,-1,0,1,1
41,2,1,0,0,89,1,0,0,6,4,333,2,-1,0,1,1
36,4,2,3,0,442,1,1,1,29,6,102,3,-1,0,1,1
45,10,0,2,1,-249,1,1,0,1,6,92,1,-1,0,1,1
55,2,1,1,0,8104,0,0,1,6,1,213,2,-1,0,1,1
39,9,1,1,0,501,0,0,0,26,4,289,1,-1,0,1,1
35,9,0,1,0,308,0,0,1,22,7,77,2,-1,0,1,1
55,0,1,1,0,602,0,0,1,1,5,324,3,90,2,2,0
55,9,1,1,0,273,1,0,1,29,0,84,3,183,3,0,1
27,6,2,1,0,50,0,0,1,29,0,168,1,-1,0,1,1
